date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:53:30	3959/3959	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/signature.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/signature.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:34	75689/75689	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/about-1-3.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/about-1-3.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:36	217038/217038	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/about-1-2.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/about-1-2.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:39	80607/80607	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/service-1-1.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/service-1-1.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:43	90610/90610	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/service-1-2.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/service-1-2.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:46	94698/94698	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/service-1-3.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/service-1-3.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:50	81479/81479	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/service-1-4.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/service-1-4.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:50	2943/2943	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-1.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-1.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:51	3112/3112	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-2.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-2.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:51	4154/4154	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-3.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-3.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:52	2190/2190	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-4.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-4.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:52	3527/3527	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-5.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-5.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:52	2746/2746	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/brand-6.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/brand-6.png	(from https://bracketweb.com/procounsel-html/index.html)
23:53:53	365498/365498	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/shapes/service-bg-1.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/shapes/service-bg-1.png	(from https://bracketweb.com/procounsel-html/index.html)
23:54:06	245185/245185	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:07	5649/5649	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/coustomer-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/coustomer-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:07	6519/6519	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/coustomer-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/coustomer-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:08	5049/5049	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/coustomer-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/coustomer-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:10	6225/6225	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/coustomer-4.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/coustomer-4.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:12	25845/25845	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:19	1256706/1256706	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:21	344779/344779	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/why-choose-bg.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/why-choose-bg.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:24	1255416/1255416	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/slider-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:25	56311/56311	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Jun%202025%2019:34:16%20GMT	https://bracketweb.com/procounsel-html/portfolio-details.html	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/portfolio-details.html	(from https://bracketweb.com/procounsel-html/index.html)
23:54:25	303108/303108	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:28	115016/115016	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/team/team-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/team/team-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:30	110094/110094	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/team/team-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/team/team-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:32	204821/204821	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:33	405477/405477	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/why-choose-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:33	88209/88209	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/team/team-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/team/team-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:35	129560/129560	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/shapes/testimonials-1-bg.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/shapes/testimonials-1-bg.png	(from https://bracketweb.com/procounsel-html/index.html)
23:54:35	19343/19343	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/testi-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/testi-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:35	13715/13715	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/testi-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/testi-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:36	17785/17785	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/testi-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/testi-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:36	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Mar%202026%2021:54:35%20GMT	https://bracketweb.com/procounsel-html/www.website.com	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/www.website.com	(from https://bracketweb.com/procounsel-html/index.html)
23:54:36	3569/3569	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-user-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-user-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:37	107827/107827	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/contact-1-bg.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/contact-1-bg.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:38	4973/4973	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-user-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-user-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:40	110820/110820	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-1-2.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-1-2.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:40	246125/246125	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jun%202025%2019:32:26%20GMT	https://bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/portfolio/portfolio-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:41	4317/4317	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-user-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-user-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:42	156655/156655	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:44	150713/150713	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery/jquery-3.7.1.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery/jquery-3.7.1.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:45	128717/128717	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/blog/blog-1-3.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/blog/blog-1-3.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:45	80427/80427	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:45	57752/57752	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/bootstrap-select/bootstrap-select.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/bootstrap-select/bootstrap-select.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:45	15505/15505	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jarallax/jarallax.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jarallax/jarallax.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:46	2381/2381	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:47	1266/1266	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-appear/jquery.appear.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-appear/jquery.appear.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:47	261099/261099	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/images/resources/contact-1-1.jpg	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/resources/contact-1-1.jpg	(from https://bracketweb.com/procounsel-html/index.html)
23:54:49	4454/4454	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:50	21093/21093	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-validate/jquery.validate.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-validate/jquery.validate.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:50	23883/23883	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/nouislider/nouislider.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/nouislider/nouislider.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:51	31968/31968	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/tiny-slider/tiny-slider.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/tiny-slider/tiny-slider.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:52	20219/20219	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:52	2235/2235	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/wnumb/wNumb.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/wnumb/wNumb.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:52	6300/6300	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/wow/wow.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/wow/wow.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:52	7119/7119	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/imagesloaded/imagesloaded.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/imagesloaded/imagesloaded.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:53	44348/44348	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/owl-carousel/js/owl.carousel.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/owl-carousel/js/owl.carousel.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:53	37779/37779	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/isotope/isotope.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/isotope/isotope.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:53	42864/42864	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/slick/slick.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/slick/slick.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:54	12783/12783	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/tilt/tilt.jquery.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/tilt/tilt.jquery.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:54	473966/473966	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-ui/jquery-ui.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-ui/jquery-ui.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:54	6340/6340	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/countdown/countdown.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/countdown/countdown.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:54	5095/5095	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-circleType/jquery.circleType.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-circleType/jquery.circleType.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:55	925/925	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/jquery-lettering/jquery.lettering.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/jquery-lettering/jquery.lettering.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:56	72834/72834	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/gsap/scrolltrigger.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/gsap/scrolltrigger.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:56	18784/18784	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/gsap/splittext.min.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/gsap/splittext.min.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:56	116292/116292	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/gsap/gsap.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/gsap/gsap.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:56	4520/4520	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2003%20Jun%202025%2017:53:46%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/gsap/procounsel-split.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/gsap/procounsel-split.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:57	27591/27591	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2014%20Jun%202025%2019:34:14%20GMT	https://bracketweb.com/procounsel-html/assets/js/procounsel.js	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/js/procounsel.js	(from https://bracketweb.com/procounsel-html/index.html)
23:54:58	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/css/all.min.css)
23:55:00	92136/92136	---M--	200	added ('OK')	font/woff	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/css/all.min.css)
23:55:01	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/css/all.min.css)
23:55:01	507225/507225	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Jun%202025%2017:53:44%20GMT	https://bracketweb.com/procounsel-html/assets/images/backgrounds/footer-bg.png	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/images/backgrounds/footer-bg.png	(from https://bracketweb.com/procounsel-html/index.html)
23:55:02	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/css/all.min.css)
23:55:02	78460/78460	---M--	200	added ('OK')	font/woff2	date:Mon,%2024%20Mar%202025%2021:13:18%20GMT	https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/hp/Downloads/alos_main/bracketweb.com/procounsel-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://bracketweb.com/procounsel-html/assets/vendors/fontawesome/css/all.min.css)
